"#","g#","Cover","Album","Streams","Daily"
"","4,724","","Arabi (عربي) Inkonnu","56,952,961","31,888"
"","4,725","","Maine Pyar Kiya (मैंने प्यार किया) Raamlaxman","56,858,193","100,106"
"","4,726","","Archives Prem Dhillon","56,766,165","74,050"
"","4,727","","Fake Fur Spitz","56,739,484","39,515"
"","4,728","","Blackmail Kalyanji-Anandji","56,608,160","63,620"
"","4,729","","Mio Fratello E' Figlio Unico Rino Gaetano","56,542,814","39,305"
"","4,730","","Hagnesta Hill Kent","56,506,052","25,962"
"","4,731","","Fire Vegger Karpe","56,441,386","14,372"
"","4,732","","Slayer Ian","56,368,518","37,195"
"","4,733","","Kom Lars Winnerbäck","56,327,860","5,345"
"","4,734","","Metro LEX","56,301,946","47,759"
"","4,735","","Kvitravn - First Flight Of The White Raven Wardruna","56,236,495","37,501"
"","4,736","","Nää Kaikki Kertoo Susta Ida Paul & Kalle Lindroth","56,224,975","7,013"
"","4,737","","Gal Costa Gal Costa","55,998,698","41,190"
"","4,738","","Með Suð Í Eyrum Við Spilum Endalaust Sigur Rós","55,991,663","9,228"
"","4,739","","Bombay (பம்பாய்) A.R. Rahman","55,885,345","79,910"
"","4,740","","Brya Babylone","55,745,677","36,193"
"","4,741","","Hjem Fra Fabrikken Andreas Odbjerg","55,605,052","38,269"
"","4,742","","Flowdemort Separ","55,549,500","106,369"
"","4,743","","Jul I Betlehem Carola","55,473,014","698"
"","4,744","","Hi Nanna Hesham Abdul Wahab","55,465,786","506,499"
"","4,745","","Ekamai Dream 2 Stamp","55,331,465","23,286"
"","4,746","","Mama's Affair (阿媽有咗第二個) Various Artists","55,270,874","9,471"
"","4,747","","Strijdlustig Andre Hazes","55,165,441","23,680"
"","4,748","","Truth (האמת) Odeya","55,094,622","58,371"
"","4,749","","El Diablo Elena Tsagrinou","54,868,213","10,736"
"","4,750","","Indigo Indigo","54,785,246","51,843"
"","4,751","","Hương Mùa Hè Various Artists","54,668,540","95,412"
"","4,752","","Ololade Asake Asake","54,643,881","55,927"
"","4,753","","Ækte Vare Gilli","54,481,627","19,428"
"","4,754","","Boven BLØF","54,446,928","16,902"
"","4,755","","Wild East (מזרח פרוע) Tuna","54,408,242","60,740"
"","4,756","","Knuste Hjerter Heler Aldrig Gobs","54,387,070","52,198"
"","4,757","","Krtek Money Life Various Artists","54,343,778","18,560"
"","4,758","","Premam (പ്രേമം) Rajesh Murugesan","54,335,848","77,263"
"","4,759","","Helt Sykt Store Hits Staysman & Lazz","54,315,472","5,303"
"","4,760","","Trippi Sanni","54,247,085","6,478"
"","4,761","","Chast Chego-To Bolshego (Часть Чего-То Большего) Valentin Strykalo","53,964,253","83,687"
"","4,762","","To Kati Parapano (Το Κάτι Παραπάνω) Konstantinos Argiros","53,786,962","30,166"
"","4,763","","รวมเพลงมีผลต่อหัวใจ Nont Tanont","53,766,921","37,458"
"","4,764","","Il Mio Canto Libero Lucio Battisti","53,743,033","70,184"
"","4,765","","Tholi Prema (తొలిప్రేమ) Thaman S","53,736,496","75,546"
"","4,766","","Qua Khung Cửa Sổ Chillies","53,708,770","36,370"
"","4,767","","Bygderamp Rotlaus","53,601,935","17,571"
"","4,768","","Gränslös Tomas Ledin","53,573,746","9,110"
"","4,769","","Playbánia Beton.Hofi","53,566,439","56,835"
"","4,770","","Silsila (सिलसिला) Shiv Hari","53,445,924","78,414"
"","4,771","","The Mass Era","53,396,837","35,866"
"","4,772","","The Future, Vol. 1 Arjan Dhillon","53,379,165","37,759"
"","4,773","","Honeymoon B Praak","53,346,665","48,940"
"","4,774","","Talking Timbuktu Ali Farka Touré & Ry Cooder","53,311,782","17,868"
"","4,775","","Seven Terence Lam","53,274,097","23,919"
"","4,776","","Joey Joey Moe","53,239,210","7,704"
"","4,777","","Cambiarme Node","53,018,843","4,504"
"","4,778","","Villi Lapsi Ellinoora","52,962,023","8,926"
"","4,779","","Rabbi (ਰੱਬੀ) Rabbi Shergill","52,954,895","79,469"
"","4,780","","Yemaaya Chesave (ఏ మాయ చేశావే) A.R. Rahman","52,904,520","61,015"
"","4,781","","Hjulene På Bussen – 20 Af De Bedste Børnesange Popsi og Krelle","52,887,550","33,198"
"","4,782","","Major In Minor Terence Lam","52,639,231","21,709"
"","4,783","","Selamat Tinggal Pujaan Masdo","52,590,622","101,754"
"","4,784","","TunaPark (טונהפארק) Tuna","52,454,964","42,833"
"","4,785","","Data Storage Proxie","52,432,270","52,062"
"","4,786","","Gruppa Krovi (Группа Крови) Kino","52,391,840","39,863"
"","4,787","","Maailma On Tehty Meitä Varten Haloo Helsinki!","52,235,604","11,977"
"","4,788","","Ikke Pe Ikka Mankirt Aulakh","52,230,398","53,352"
"","4,789","","Anand (आनन्द) Salil Chowdhury","52,133,067","84,032"
"","4,790","","Undringar Ted Gärdestad","52,042,647","19,644"
"","4,791","","Bheemla Nayak (భీమ్లా నాయక్) Thaman S","52,012,777","27,445"
"","4,792","","Thalapathi (தளபதி) Ilaiyaraaja","52,008,927","4"
"","4,793","","Down To Earth Deep Jandu","51,965,115","65,259"
"","4,794","","Tâm 9 Mỹ Tâm","51,873,235","24,014"
"","4,795","","Profeetat Kävi Täällä Cheek & Elastinen","51,858,619","5,451"
"","4,796","","Nuntereggae Più Rino Gaetano","51,825,610","36,443"
"","4,797","","Yayınlanmaz Esmeray","51,817,094","71,159"
"","4,798","","Bangalore Days Gopi Sundar","51,724,423","71,241"
"","4,799","","Filosofiya Chuda (Философия Чуда) Vitas","51,681,235","13,080"
"","4,800","","Juicy Silly Fools","51,668,084","85,421"
"","4,801","","Prem Geet (प्रेम गीत) Jagjit Singh","51,634,759","62,850"
"","4,802","","Mun Tapa Pelata JVG","51,624,049","21,499"
"","4,803","","Tayo Na Sa Paraiso Siakol","51,528,842","42,181"
"","4,804","","Kushi (ఖుషి) Hesham Abdul Wahab","51,459,708","69,741"
"","4,805","","Rindiani Slam","51,450,816","45,601"
"","4,806","","Pillow War Polycat","51,440,672","45,107"
"","4,807","","Appuntamento Con Ornella Vanoni Ornella Vanoni","51,408,258","37,081"
"","4,808","","Judaa 3 Chapter 1 Amrinder Gill","51,221,960","29,245"
"","4,809","","Popstar Maiyarap","51,123,115","54,540"
"","4,810","","10 Milles Per Veure Una Bona Armadura Manel","51,084,139","17,735"
"","4,811","","J. Eden E-G3N Yzomandias","51,003,598","32,893"
"","4,812","","Alkoolikes I Nihtes (Αλκοολικές Οι Νύχτες) Pantelis Pantelidis","50,995,138","47,366"
"","4,813","","Ginadoll AGA","50,861,039","38,641"
"","4,814","","À La Bien Mix Party 2019 DJ Hamida","50,744,826","12,147"
"","4,815","","Jugni (ਜੁਗਨੀ) Maninder Buttar","50,708,451","24,321"
"","4,816","","Fotofóbia Dzsúdló","50,682,298","30,659"
"","4,817","","Yaadon Ki Baaraat (यादों की बारात) R. D. Burman","50,415,622","56,456"
"","4,818","","Baba Business Branco","50,281,139","11,586"
"","4,819","","Vinicius Vinícius de Moraes","50,279,355","20,030"
"","4,820","","Potret II Potret","50,149,019","56,681"
"","4,821","","Asin Asin","50,095,223","44,779"
"","4,822","","Love Action Drama Shaan Rahman","50,009,961","53,242"
"","4,823","","Cobalt Hour Yumi Arai","49,960,196","49,082"
"","4,824","","Kruhy & Vlny Yzomandias & Nik Tendo","49,897,890","57,902"
"","4,825","","Hver Gang Vi Møtes Various Artists","49,835,428","7,973"
"","4,826","","Live For Today Eason Chan","49,828,287","28,052"
"","4,827","","Kimi Wa Boku No Takaramono (君は僕の宝物) Noriyuki Makihara","49,726,638","49,640"
"","4,828","","Detektor III Ektor","49,666,987","66,188"
"","4,829","","Studio Uno '66 Mina","49,498,521","40,657"
"","4,830","","Aandhi (आँधी) R. D. Burman","49,485,998","50,905"
"","4,831","","Vi Er Cir.Cuz Cir.Cuz","49,345,342","5,109"
"","4,832","","The Lords Of Misery Cocktail","49,274,496","93,056"
"","4,833","","Club Scrubb","49,257,492","22,975"
"","4,834","","Tio Vackra Visor Och Personliga Person Cornelis Vreeswijk","49,173,900","16,232"
"","4,835","","Blessed Mohbad","49,153,394","117,369"
"","4,836","","Bolero Mr.Children","49,036,600","37,695"
"","4,837","","Fame Jordan Sandhu","49,010,946","30,236"
"","4,838","","Adhi Tape Garry Sandhu","48,939,127","40,518"
"","4,839","","Kirtan Alive Edo & Jo","48,836,240","37,329"
"","4,840","","Planeta Opic Viktor Sheen","48,765,180","148,648"
"","4,841","","101 Dear Jane","48,630,935","16,366"
"","4,842","","Chandni (चाँदनी) Shiv Hari","48,604,956","64,825"
"","4,843","","Wszystko Jedno Happysad","48,603,195","37,339"
"","4,844","","Ali & Toumani Ali Farka Touré & Toumani Diabaté","48,594,304","13,752"
"","4,845","","In A Relationship With_ Morvasu","48,539,637","39,681"
"","4,846","","Vaaleanpunainen Vallankumous Ellinoora","48,519,943","10,495"
"","4,847","","GoodFellas Jala Brat & Buba Corelli","48,505,641","123,689"
"","4,848","","Kär Och Galen Ulf Lundell","48,490,092","6,476"
"","4,849","","Mouna Ragam (மௌன ராகம்) Ilaiyaraaja","48,472,327","76,761"
"","4,850","","Vain Elämää - Kausi 9 Ensimmäinen Kattaus Various Artists","48,428,034","4,643"
"","4,851","","Forevigt Hans Philip","48,416,404","27,119"
"","4,852","","Francis Cabrel (Les Murs De Poussière) Francis Cabrel","48,368,687","34,018"
"","4,853","","Leily Nahary (ليلى نهارى) Amr Diab","48,264,384","81,224"
"","4,854","","Kadhalar Dhinam (காதலர் தினம்) A.R. Rahman","48,193,106","52,120"
"","4,855","","Ouranio Toxo Pou Tou Lipane 2 Hromata (Ουράνιο Τόξο Που Του Λείπανε 2 Χρώματα) Pantelis Pantelidis","48,150,501","39,409"
"","4,856","","Jvg.fi JVG","48,061,746","11,584"
"","4,857","","Grey Area (שטח אפור) Ishay Ribo","48,015,042","35,657"
"","4,858","","Chiều Hôm Ấy Anh Thấy Màu Đỏ Wren Evans","47,975,154","65,488"
"","4,859","","Rehab ByeAlex És A Slepp","47,891,603","23,244"
"","4,860","","The Line-Up Eason Chan","47,808,036","27,843"
"","4,861","","Meidän Tulevat Päivät Lauri Tähkä","47,730,886","8,736"
"","4,862","","Eloise Arvingarna","47,625,119","10,861"
"","4,863","","Acharya (ఆచార్య) Mani Sharma","47,589,219","27,320"
"","4,864","","Blessed Ricta","47,192,497","70,205"
"","4,865","","Det Var En Torsdag Aften Kim Larsen","47,140,779","15,780"
"","4,866","","Only Monday Only Monday","47,074,353","79,340"
"","4,867","","Aldri Solgt En Løgn Karpe","47,061,612","12,603"
"","4,868","","What's Going On...? Eason Chan","47,048,998","40,531"
"","4,869","","Voodoo Ian","47,007,738","30,225"
"","4,870","","Silbak Azahriah","46,955,635","45,076"
"","4,871","","Mella Thiranthathu Kathavu (மெல்லத் திறந்தது கதவு) M. S. Viswanathan","46,927,105","62,920"
"","4,872","","Sarrainodu (సరైనోడు) Thaman S","46,885,188","4"
"","4,873","","Studio Uno Mina","46,812,577","31,479"
"","4,874","","Đánh Đổi Obito","46,810,361","238,225"
"","4,875","","Het Land Van Lange Frans","46,660,442","12,446"
"","4,876","","Misslim Yumi Arai","46,631,825","35,913"
"","4,877","","Angrej (ਅੰਗਰੇਜ) Jatinder Shah & Amrinder Gill","46,538,138","71,023"
"","4,878","","Mildt Sagt Gabrielle","46,504,490","18,696"
"","4,879","","Liberation's Door Snatam Kaur","46,495,320","19,780"
"","4,880","","Raval ZOO","46,484,345","18,589"
"","4,881","","Nem Tudja Senki Follow The Flow","46,399,498","21,510"
"","4,882","","Tâm Trạng Tan Hơi Chậm Một Chút Bích Phương","46,380,366","30,384"
"","4,883","","Stranger Under My Skin Eason Chan","46,282,449","36,288"
"","4,884","","Do Pekla / Do Nebe Kabát","46,262,608","34,901"
"","4,885","","Sita Ramam (సీతా రామం) [Malayalam] Vishal Chandrashekhar","45,985,754","45,875"
"","4,886","","So Sad (เศร้าศาสตร์) Bamm","45,930,202","44,846"
"","4,887","","Revansj! Mods","45,753,527","12,036"
"","4,888","","50/50 MIN","45,734,085","34,792"
"","4,889","","Unda Da Influence Dr Zeus","45,729,034","35,280"
"","4,890","","OG Separ","45,709,532","35,024"
"","4,891","","Allahaısmarladık Sezen Aksu","45,608,856","59,160"
"","4,892","","The Complete Holy Quran Sheikh Maher Al Muaiqly","45,594,833","38,735"
"","4,893","","Cap, Capo, Cigarettes & Beer Safeplanet","45,565,574","21,430"
"","4,894","","Now For The Artistic Part (ועכשיו לחלק האומנותי) Ravid Plotnik","45,546,084","41,313"
"","4,895","","Tanker Blir Ting Vinni","45,538,029","32,488"
"","4,896","","Svědomí Calin","45,525,510","26,348"
"","4,897","","S/O Satyamurthy (సన్నాఫ్ సత్యమూర్తి) Devi Sri Prasad","45,412,226","79,058"
"","4,898","","Shakespeare William","45,357,538","8,556"
"","4,899","","UY Scuti Olamide","45,314,927","37,126"
"","4,900","","Ali Vieux Farka Touré & Khruangbin","45,309,582","62,132"
"","4,901","","Sound From Africa Rayvanny","45,253,606","14,443"
"","4,902","","Acda & De Munnik Acda en de Munnik","45,234,384","16,681"
"","4,903","","Nya Hyss Av Emil I Lönneberga Jan Ohlsson & Various Artists","45,157,926","15,434"
"","4,904","","Mon Frère Maxime Le Forestier","45,157,691","29,698"
"","4,905","","Bisa Berbisa Ukays","45,109,943","40,616"
"","4,906","","Sredinom Dino Merlin","45,067,438","41,849"
"","4,907","","A Boy From Tandale Diamond Platnumz","45,054,701","14,126"
"","4,908","","Real Newz Kontrafakt","45,005,074","16,602"
"","4,909","","Piła Tango Strachy Na Lachy","44,854,908","39,752"
"","4,910","","Jsem V Pohodě, Sem V Prdeli. Nik Tendo","44,801,484","20,332"
"","4,911","","Et Barn Af Jul Burhan G","44,764,122","1,812"
"","4,912","","Fartaqi (فارتقِ) Ahmed Bukhatir","44,750,041","101,931"
"","4,913","","Vain Elämää - Kausi 4 Päivä Various Artists","44,725,535","3,660"
"","4,914","","Half Zo Echt Veldhuis & Kemper","44,608,848","17,785"
"","4,915","","Så Klart Det Gjør Vondt Ramón","44,595,331","27,663"
"","4,916","","...Och Stora Havet Jakob Hellman","44,579,624","12,538"
"","4,917","","Vain Elämää - Kausi 3 Ilta Various Artists","44,487,865","5,030"
"","4,918","","KOA II Part 1 Kabza De Small","44,463,574","39,450"
"","4,919","","Munarvagr Danheim","44,458,006","26,889"
"","4,920","","Dance With Nassif Zeytoun Nassif Zeytoun","44,303,839","14,674"
"","4,921","","2009, Year Of Us Shinee","44,298,320","40,515"
"","4,922","","J. Eden Dva Yzomandias","44,266,620","17,494"
"","4,923","","Gharshanaa (ఘర్షణ) Harris Jayaraj","44,198,762","69,484"
"","4,924","","À La Bien Mix Party 2018 DJ Hamida","44,195,607","9,149"
"","4,925","","King Of Kotha Jakes Bejoy & Shaan Rahman","44,187,552","120,377"
"","4,926","","Dýrð Í Dauðaþögn Ásgeir","44,046,167","8,043"
"","4,927","","Darshan Ajeet","43,984,663","29,483"
"","4,928","","Är Tommy Körberg","43,971,228","9,668"
"","4,929","","Van Dik Hout Van Dik Hout","43,956,425","12,614"
"","4,930","","U87 Eason Chan","43,927,774","28,258"
"","4,931","","I'm O.K. David Tao","43,829,446","61,414"
"","4,932","","The Goodbye Kiss (吻別) Jacky Cheung","43,698,219","31,481"
"","4,933","","Pata Pata Miriam Makeba","43,639,650","25,450"
"","4,934","","Ka Gu Ras Sin Boy","43,584,903","13,019"
"","4,935","","De Stilte Voorbij Abel","43,466,765","16,506"
"","4,936","","99 Jala Brat","43,454,303","20,149"
"","4,937","","Tempestes Vénen Del Sud ZOO","43,426,768","16,026"
"","4,938","","Tunak Tunak Tun (ਤੁਣਕ ਤੁਣਕ ਤੁਨ) Daler Mehndi","43,415,760","21,156"
"","4,939","","Willishmara (วิลิศมาหรา) Whal & Dolph","43,399,353","39,710"
"","4,940","","Is Dit Nu Later Stef Bos","43,388,244","15,291"
"","4,941","","Made In Czechoslovakia Ben Cristovao","43,350,147","30,557"
"","4,942","","Le Chanteur Daniel Balavoine","43,196,651","35,908"
"","4,943","","Kaptein Sabeltann Og Jakten På Den Magiske Diamant Terje Formoe","43,109,139","10,330"
"","4,944","","Skru Opp! Vassendgutane","43,076,615","12,871"
"","4,945","","My Pride (我的驕傲) Joey Yung","43,066,506","23,160"
"","4,946","","Cole Español Nat King Cole","43,048,948","22,506"
"","4,947","","100% Josephine","43,043,132","24,673"
"","4,948","","Lucio Battisti Lucio Battisti","43,031,797","43,882"
"","4,949","","Mas|s|terpiece Zentyarb","42,961,805","69,455"
"","4,950","","Doris Day En Andere Stukken Doe Maar","42,920,430","24,075"
"","4,951","","Flowers On Earth Blackbeans","42,912,005","83,607"
"","4,952","","Hum Dono (हम दोनों) Jaidev","42,893,713","109,167"
"","4,953","","Saagar (सागर) R. D. Burman","42,798,064","44,017"
"","4,954","","Deshperado DESH","42,769,912","45,988"
"","4,955","","Kol Hayaty (كل حياتي) Amr Diab","42,755,644","27,949"
"","4,956","","Elyanna (إليانا) Elyanna","42,746,648","28,751"
"","4,957","","Ingenting I Paradis Sondre Justad","42,723,466","8,377"
"","4,958","","Nour El Ain (نور العين) Amr Diab","42,708,613","50,006"
"","4,959","","Meg & Deg Mot Alle Arif Murakami","42,683,583","9,533"
"","4,960","","Yaarana (याराना) Rajesh Roshan","42,578,912","60,092"
"","4,961","","Billion Dollar Baby Seyi Vibez","42,536,853","85,194"
"","4,962","","Annamayya (అన్నమయ్య) M. M. Keeravani","42,481,528","45,954"
"","4,963","","Kärlek Och Uppror Ebba Grön","42,457,240","11,119"
"","4,964","","DJ (దువ్వాడ జగన్నాథం) Devi Sri Prasad","42,434,680","68,329"
"","4,965","","I Came To Dream (באתי לחלום) Nathan Goshen","42,370,428","18,988"
"","4,966","","Rådebank Plumbo","42,342,738","6,924"
"","4,967","","Sayang Via Vallen","42,282,254","18,971"
"","4,968","","Ohm Shanthi Oshaana (ഓം ശാന്തി ഓശാന) Shaan Rahman","42,267,150","73,096"
"","4,969","","Kveikur Sigur Rós","42,250,387","3,944"
"","4,970","","This Too Shall Pass (גם זה יעבור) Tuna","42,243,961","32,721"
"","4,971","","Minnal Murali (മിന്നൽ മുരളി) Shaan Rahman & Sushin Shyam","42,223,699","48,988"
"","4,972","","Amukelani Kelvin Momo","42,199,218","62,125"
"","4,973","","Bismillah Sabyan","42,180,893","24,127"
"","4,974","","Det Går Likar No D.D.E.","42,130,401","10,926"
"","4,975","","I Give Thanks (מודה אני) Omer Adam","42,124,415","29,504"
"","4,976","","Ai Cũng Phải Bắt Đầu Từ Đâu Đó Hieuthuhai","42,035,624","253,335"
"","4,977","","Een Nieuwe Herfst Boudewijn de Groot","41,992,706","15,275"
"","4,978","","Afroboy Kouz1","41,932,833","62,282"
"","4,979","","22 Mono","41,931,472","38,214"
"","4,980","","Macherla Niyojakavargam (మాచ‌ర్ల నియోజ‌క‌వ‌ర్గం) Mahati Swara Sagar","41,616,594","21,227"
"","4,981","","Let Love Burn (שתישרף האהבה) Itay Levi","41,589,866","24,302"
"","4,982","","Jalan Abbey Masdo","41,453,346","48,586"
"","4,983","","Slekta II OnklP & De Fjerne Slektningene","41,348,445","8,561"
"","4,984","","Don Reggaeton Rasta","41,341,211","35,377"
"","4,985","","Hoezo? Clouseau","41,222,220","19,680"
"","4,986","","Ved (वेड) Ajay-Atul","41,206,130","56,046"
"","4,987","","Masoom (मासूम) R. D. Burman","41,046,643","52,584"
"","4,988","","A Mis Amigos Nat King Cole","41,014,562","19,882"
"","4,989","","Infinity Floor 88","41,013,000","27,257"
"","4,990","","Colors Draganov","41,003,226","27,117"
"","4,991","","Ethiopia Iwan Fals","40,826,586","66,796"
"","4,992","","Venim De Lluny Doctor Prats","40,807,426","12,300"
"","4,993","","Bad Since '97 Bnxn","40,744,321","54,855"
"","4,994","","Ya Fatenny (يا فاتني) Mohamed Hamaki","40,631,643","33,701"
"","4,995","","Doorie (دوری) Atif Aslam","40,605,542","48,766"
"","4,996","","Op Weg Naar Geluk Jan Smit","40,580,056","20,697"
"","4,997","","The Brightest Darkness Hins Cheung","40,475,804","23,241"
"","4,998","","Prodavets Koshmarov (Продавец Кошмаров) Korol I Shut","40,392,935","25,924"
"","4,999","","Soorarai Pottru (சூரரைப் போற்று) [Telugu] G. V. Prakash","40,359,518","25,629"
"","5,000","","2NE1 2NE1","40,334,645","40,336"
"","5,001","","Sahran (سهران) Amr Diab","40,330,543","0"
"","5,002","","Postals Els Catarres","40,261,090","19,847"
"","5,003","","Hesteslepp Vassendgutane","40,254,147","11,350"
"","5,004","","Urban Emotions Hins Cheung","40,248,751","25,870"
"","5,005","","Watermakers BLØF","40,232,737","24,007"
"","5,006","","Paramathma (ಪರಮಾತ್ಮ) V. Harikrishna","40,213,243","57,491"
"","5,007","","Kruna Jala Brat & Buba Corelli","40,060,759","34,338"
"","5,008","","Wit Licht Marco Borsato","40,046,724","8,230"
"","5,009","","Shall We Dance? Shall We Talk! Eason Chan","39,883,755","24,356"
"","5,010","","Limerence Dear Jane","39,876,447","16,177"
"","5,011","","Arigatō Mirai","39,868,279","20,103"
"","5,012","","Zvuk Tišine Aleksandra Prijovic","39,865,863","51,792"
"","5,013","","Always BigBang","39,811,499","18,461"
"","5,014","","Na Legalu? Slums Attack","39,765,054","34,527"
"","5,015","","Ebb And Flow (שפל וגאות) Ravid Plotnik","39,723,732","42,421"
"","5,016","","X Dear Jane","39,687,953","30,157"
"","5,017","","Zemlya (Земля) Okean Elzy","39,655,055","27,485"
"","5,018","","Super Trapper II Mad Clip","39,622,334","26,120"
"","5,019","","Les 7 Sourates Salvatrices - Quran - Coran - Récitation Coranique Cheik Mechari Ben Rached Affassi","39,612,163","8,193"
"","5,020","","Beat Emotion Boøwy","39,564,240","43,440"
"","5,021","","קרן שמש Benaia Barabi","39,547,984","25,024"
"","5,022","","NW8 Guus Meeuwis","39,544,211","8,831"
"","5,023","","Gop Thịnh Suy","39,402,076","34,764"
"","5,024","","Dance With Prashant Nakti Prashant Nakti","39,347,124","61,239"
"","5,025","","Rap Việt Mùa 3 - Vòng 1 Various Artists","39,335,488","46,486"
"","5,026","","Cologne Kaoru Akimoto","39,272,723","34,842"
"","5,027","","Bi-2 (Би-2) Bi-2","39,268,789","24,815"
"","5,028","","Fthina Tricks Bloody Hawk","39,239,216","61,556"
"","5,029","","MARS MARS","39,184,579","4,154"
"","5,030","","From Within Matthew Schoening","39,097,128","21,394"
"","5,031","","Dobrodošao U Klub Severina","38,991,482","50,653"
"","5,032","","Con.Fi.Den.Tial Diljit Dosanjh","38,966,948","55,531"
"","5,033","","Il Ragazzo Della Via Gluck Adriano Celentano","38,912,285","21,303"
"","5,034","","Kvelertak Kvelertak","38,909,608","7,798"
"","5,035","","Kasmaran Didi Kempot","38,874,271","8,349"
"","5,036","","Arif I Waanderland Arif Murakami","38,819,529","6,840"
"","5,037","","Prepáčte DMS","38,819,091","17,364"
"","5,038","","Grimascher Och Telegram Cornelis Vreeswijk","38,808,929","9,826"
"","5,039","","Someone Here With Me (מישהו איתי כאן) Benaia Barabi","38,808,326","16,333"
"","5,040","","Yo-Yo (Йо-Йо) Kalush & Skofka","38,806,566","23,356"
"","5,041","","Guide (गाइड) S. D. Burman","38,751,208","59,716"
"","5,042","","Shanti Snatam Kaur","38,594,391","14,992"
"","5,043","","Satu Kesan Abadi Iklim","38,517,590","39,019"
"","5,044","","Sing And Play (唱遊) Faye Wong","38,510,977","27,460"
"","5,045","","Love It Rytm (Ритм) Monatik","38,458,614","14,173"
"","5,046","","Precedens Ego","38,435,803","11,941"
"","5,047","","Sugali Iwan Fals","38,369,928","42,802"
"","5,048","","Flou Flenn","38,340,881","21,703"
"","5,049","","Cztery Pory Rapu Trzeci Wymiar","38,127,967","38,657"
"","5,050","","L.O.V.E. Eason Chan","38,106,527","11,393"
"","5,051","","Llepolies ZOO","37,887,184","31,502"
"","5,052","","Za Tebe Senidah","37,873,251","40,009"
"","5,053","","RDX Sam C. S.","37,764,193","72,752"
"","5,054","","My Love Janice Vidal","37,739,378","21,991"
"","5,055","","Senses Inherited Hins Cheung","37,706,731","15,202"
"","5,056","","The First Album 4EVE","37,620,385","30,540"
"","5,057","","Sarileru Neekevvaru (సరిలేరు నీకెవ్వరు) Devi Sri Prasad","37,559,576","0"
"","5,058","","5D Hawk","37,477,818","47,035"
"","5,059","","Clean Scrubb","37,363,553","23,927"
"","5,060","","Antara Aku, Kau & Bekas Pacarmu Iwan Fals","37,292,229","41,911"
"","5,061","","Akher Qeta'a Faneya (آخر قطعة فنية) Marwan Pablo","37,289,156","176,013"
"","5,062","","Ana Kteer (آنا كتير) Sherine","37,288,094","91,708"
"","5,063","","เรือนแพ ชุดที่ 6 Tattoo Colour","37,283,167","38,578"
"","5,064","","Into The New Era F.Hero","37,200,363","19,333"
"","5,065","","Can't Be Half Jason Chan","37,163,490","18,768"
"","5,066","","Balance A.L.A","37,063,567","23,275"
"","5,067","","Justin Justin Lo","36,921,907","19,304"
"","5,068","","Solo Brathuke So Better (సోలో బ్రతుకే సో బెటర్) Thaman S","36,911,922","23,926"
"","5,069","","1,2,3, Soleils Rachid Taha, Khaled & Faudel","36,820,350","17,225"
"","5,070","","Moabet (מועבט) Eden Ben Zaken","36,812,000","12,817"
"","5,071","","The Season The PropheC","36,750,314","9,688"
"","5,072","","Rendezvous With Peggy Lee Peggy Lee","36,712,787","16,277"
"","5,073","","Kaduva (കടുവ) Jakes Bejoy","36,664,396","21,451"
"","5,074","","Love Goes On... Dreams Come True","36,662,623","26,796"
"","5,075","","Konnichiwa Mirai","36,628,038","17,956"
"","5,076","","Majili (మజిలీ) Gopi Sundar","36,601,361","36,624"
"","5,077","","Alfa Ektor","36,592,299","16,897"
"","5,078","","XO Vassendgutane","36,577,679","11,088"
"","5,079","","After All These Years (אחרי כל השנים) Omer Adam","36,563,002","36,059"
"","5,080","","Nancy 9: Hassa Beek (حاسة بيك) Nancy Ajram","36,487,743","25,767"
"","5,081","","Nonchalant IDK","36,318,168","43,495"
"","5,082","","Doa Unic","36,299,352","37,951"
"","5,083","","Komeguny Kome Kome Club","36,268,506","24,028"
"","5,084","","Stranci Tanja Savic","36,219,532","14,479"
"","5,085","","El Hob El Kebir (الحب الكبير) Ragheb Alama","35,991,921","44,664"
"","5,086","","Rayon Whal & Dolph","35,916,511","25,362"
"","5,087","","Vikings Memories Skáld","35,908,476","33,705"
"","5,088","","Global Injection Dr Zeus","35,879,096","17,041"
"","5,089","","De Vent I Ales Txarango","35,826,531","12,834"
"","5,090","","Heaven Beach Anri","35,750,287","50,944"
"","5,091","","Saskepticism Vol. 1 Saske","35,745,596","21,222"
"","5,092","","Blue Blood X Japan","35,710,412","18,470"
"","5,093","","NSD Viktor Sheen","35,695,073","25,734"
"","5,094","","Storyteller Raghav","35,660,816","32,385"
"","5,095","","KGF: Chapter 2 [Malayalam] Ravi Basrur","35,619,403","2"
"","5,096","","3 (Tuyển Tập Nhạc Ngọt Mới Trẻ Sôi Động 2019) Ngọt","35,596,350","40,031"
"","5,097","","Secret Base (秘密基地) Zhang Zhen Yue","35,572,089","26,960"
"","5,098","","Kenta Kenta","35,562,534","8,781"
"","5,099","","Bez Tebe Senidah","35,537,754","17,762"
"","5,100","","Air Max Reggae Balkaton Gang & Rasta","35,532,144","16,266"
"","5,101","","Percubaan Pertama Aizat Amdan","35,527,858","42,395"
"","5,102","","4 Saal Bayaan","35,477,076","75,407"
"","5,103","","Pyass: In Search Of Destiny (ਪਿਆਸ: ਮੰਜ਼ਿਲ ਦੀ ਤਲਾਸ਼) Babbu Maan","35,386,198","44,795"
"","5,104","","4 Wilki","35,366,305","27,105"
"","5,105","","ממותה Full Trunk","35,362,133","39,626"
